0.9584664,1.6309963,187.271 
0.9680511,1.6309963,186.271 
0.97763574,1.6309963,186.13 
0.9872204,1.6309963,188.13 
0.9968051,1.6309963,189.971 
1.0063897,1.6309963,191.286 
1.0159744,1.6309963,192.573 
1.0255591,1.6309963,194.286 
1.0351437,1.6309963,195.0 
1.0447284,1.6309963,195.286 
1.0543131,1.6309963,196.0 
1.0638977,1.6309963,196.286 
1.0734824,1.6309963,197.286 
1.083067,1.6309963,198.207 
1.0926517,1.6309963,198.801 
1.1022364,1.6309963,198.714 
1.111821,1.6309963,197.427 
1.1214057,1.6309963,195.554 
1.1309904,1.6309963,194.156 
1.140575,1.6309963,193.236 
1.1501597,1.6309963,192.721 
1.1597444,1.6309963,193.008 
1.169329,1.6309963,193.515 
1.1789137,1.6309963,192.92 
1.1884984,1.6309963,192.435 
1.198083,1.6309963,191.435 
1.2076677,1.6309963,190.068 
1.2172524,1.6309963,187.79 
1.226837,1.6309963,185.098 
1.2364217,1.6309963,181.663 
1.2460064,1.6309963,179.022 
1.255591,1.6309963,176.786 
1.2651757,1.6309963,175.271 
1.2747604,1.6309963,174.684 
1.284345,1.6309963,175.986 
1.2939297,1.6309963,179.382 
1.3035144,1.6309963,181.594 
1.313099,1.6309963,180.786 
1.3226837,1.6309963,178.985 
1.3322684,1.6309963,177.271 
1.341853,1.6309963,176.558 
1.3514377,1.6309963,176.844 
1.3610224,1.6309963,177.558 
1.370607,1.6309963,177.637 
1.3801917,1.6309963,177.55 
1.3897763,1.6309963,176.756 
1.399361,1.6309963,176.271 
1.4089457,1.6309963,175.764 
1.4185303,1.6309963,176.692 
1.428115,1.6309963,178.008 
1.4376997,1.6309963,178.928 
1.4472843,1.6309963,179.442 
1.456869,1.6309963,179.363 
1.4664537,1.6309963,178.877 
1.4760383,1.6309963,177.671 
1.485623,1.6309963,176.076 
1.4952077,1.6309963,174.178 
1.5047923,1.6309963,170.575 
1.514377,1.6309963,166.082 
1.5239617,1.6309963,160.154 
1.5335463,1.6309963,153.919 
1.543131,1.6309963,148.484 
1.5527157,1.6309963,143.969 
1.5623003,1.6309963,140.336 
1.571885,1.6309963,138.107 
1.5814697,1.6309963,137.107 
1.5910543,1.6309963,136.394 
1.600639,1.6309963,136.107 
1.6102237,1.6309963,135.474 
1.6198083,1.6309963,135.306 
1.629393,1.6309963,133.534 
1.6389776,1.6309963,130.741 
1.6485623,1.6309963,128.382 
1.658147,1.6309963,125.332 
1.6677316,1.6309963,121.34 
1.6773163,1.6309963,117.281 
1.686901,1.6309963,111.361 
1.6964856,1.6309963,105.56 
1.7060703,1.6309963,99.926 
1.715655,1.6309963,95.571 
1.7252396,1.6309963,93.195 
1.7348243,1.6309963,93.84 
1.744409,1.6309963,95.318 
1.7539936,1.6309963,96.803 
1.7635783,1.6309963,98.517 
1.773163,1.6309963,99.024 
1.7827476,1.6309963,98.143 
1.7923323,1.6309963,96.657 
1.801917,1.6309963,95.15 
1.8115016,1.6309963,95.158 
1.8210863,1.6309963,94.86 
1.830671,1.6309963,90.751 
1.8402555,1.6309963,84.045 
1.8498402,1.6309963,79.133 
1.8594248,1.6309963,75.34 
1.8690095,1.6309963,72.267 
1.8785942,1.6309963,70.363 
1.8881788,1.6309963,70.164 
1.8977635,1.6309963,70.29 
1.9073482,1.6309963,70.893 
1.9169328,1.6309963,72.099 
1.9265175,1.6309963,73.694 
1.9361022,1.6309963,74.606 
1.9456868,1.6309963,74.4 
1.9552715,1.6309963,73.185 
1.9648561,1.6309963,70.663 
1.9744408,1.6309963,68.148 
1.9840255,1.6309963,66.308 
1.9936101,1.6309963,65.279 
2.0031948,1.6309963,66.138 
2.0127795,1.6309963,69.218 
2.0223641,1.6309963,72.703 
2.0319488,1.6309963,76.703 
0.9584664,1.6273062,188.594 
0.9680511,1.6273062,188.152 
0.97763574,1.6273062,188.409 
0.9872204,1.6273062,190.329 
0.9968051,1.6273062,191.558 
1.0063897,1.6273062,191.764 
1.0159744,1.6273062,192.772 
1.0255591,1.6273062,194.286 
1.0351437,1.6273062,195.08 
1.0447284,1.6273062,195.485 
1.0543131,1.6273062,196.0 
1.0638977,1.6273062,196.286 
1.0734824,1.6273062,197.207 
1.083067,1.6273062,197.801 
